1.000000000000000000e+00,1.122465225041034964e-01,-6.821227999744987613e-01,-2.247207081889591174e-01,1.122465225041034964e-01,1.000000000000000000e+00,8.546269579231358104e-02,-7.790592316897881897e-01,-6.821227999744987613e-01,8.546269579231356717e-02,9.999999999999997780e-01,-4.063361471842584782e-01,-2.247207081889591174e-01,-7.790592316897881897e-01,-4.063361471842584782e-01,9.999999999999998890e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.999999999999997780e-01,6.958439424589043520e-01,-8.391409453014797570e-01,8.618921362411077758e-02,6.958439424589044631e-01,1.000000000000000000e+00,-4.432340282917470176e-01,-5.380827669787537904e-01,-8.391409453014797570e-01,-4.432340282917470176e-01,9.999999999999998890e-01,-5.129632204454106503e-01,8.618921362411079146e-02,-5.380827669787537904e-01,-5.129632204454106503e-01,9.999999999999997780e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.999999999999997780e-01,1.000000000000000000e+00,-9.999999999999998890e-01,-1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999997780e-01,-9.999999999999998890e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.999999999999997780e-01,9.999999999999998890e-01,9.999999999999997780e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.999999999999998890e-01,1.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.999999999999998890e-01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
