,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
0,0.9999999999999999,0.10830244908905584,-0.5359079451773707,-0.35126908181452293,0.10830244908905584,1.0,0.23077677947742195,-0.9074822121929021,-0.5359079451773707,0.23077677947742198,1.0,-0.33079568524641817,-0.351269081814523,-0.9074822121929021,-0.33079568524641817,1.0,0
1,0.9999999999999999,0.6962059356958272,0.23353233586494973,-0.8519328938527339,0.6962059356958272,0.9999999999999999,-0.1333251622963315,-0.5824602114874137,0.2335323358649497,-0.13332516229633148,0.9999999999999999,-0.6660403799168308,-0.851932893852734,-0.5824602114874137,-0.6660403799168308,1.0,0
2,1.0,0.7387042016330315,-0.23476657596004716,-0.5291272360827608,0.7387042016330315,1.0,-0.1333080875052096,-0.6937221707378838,-0.23476657596004716,-0.13330808750520956,1.0,-0.6009073587738929,-0.5291272360827608,-0.6937221707378838,-0.6009073587738929,0.9999999999999999,0
3,0.9999999999999998,0.7866719834183317,-0.8424290522602492,-0.0003594663008952418,0.7866719834183318,0.9999999999999998,-0.4886726048784041,-0.5339933769349177,-0.8424290522602492,-0.4886726048784041,1.0,-0.4742090882122816,-0.0003594663008952418,-0.5339933769349177,-0.4742090882122816,0.9999999999999999,0
4,1.0,0.0975155756479433,-0.9566684284330533,0.6739038283070653,0.09751557564794329,1.0,-0.1610210294952743,-0.6212977645180898,-0.9566684284330534,-0.1610210294952743,1.0,-0.6722717274383955,0.6739038283070653,-0.6212977645180898,-0.6722717274383954,1.0,0
5,1.0,0.39358757320788507,-0.8662061700845064,0.13171868989183716,0.393587573207885,1.0,-0.4951290211883923,-0.7923470398054301,-0.8662061700845065,-0.49512902118839225,1.0,-0.13577097473422092,0.13171868989183716,-0.7923470398054301,-0.13577097473422092,1.0,0
6,0.9999999999999998,0.6040153300891453,-0.9024277658224015,0.46610836681325196,0.6040153300891454,0.9999999999999999,-0.41033640513971276,-0.3246338533481087,-0.9024277658224014,-0.41033640513971276,0.9999999999999998,-0.7283151895775141,0.4661083668132519,-0.3246338533481087,-0.7283151895775141,0.9999999999999998,0
7,0.9999999999999998,0.8638403498048943,-0.4531697505873456,-0.30863694173990813,0.8638403498048943,0.9999999999999998,0.017677443758370562,-0.7266020831605734,-0.4531697505873456,0.017677443758370562,1.0,-0.6996306470372329,-0.3086369417399081,-0.7266020831605735,-0.6996306470372329,1.0,0
8,1.0,0.41695624139523185,-0.754041177093461,0.07643868908499131,0.4169562413952319,1.0,-0.01833441369092408,-0.8161854141576123,-0.7540411770934611,-0.01833441369092408,0.9999999999999998,-0.5620882745138802,0.07643868908499131,-0.8161854141576121,-0.5620882745138802,1.0,0
9,1.0,0.7363519798372288,-0.9894059383719591,0.452856296982478,0.7363519798372288,1.0,-0.7293745387332319,-0.24887935744057033,-0.989405938371959,-0.7293745387332319,1.0,-0.48078802189928316,0.452856296982478,-0.24887935744057035,-0.48078802189928316,1.0,0
10,1.0,0.9151616001291115,-0.9723743013704633,0.27403952801804804,0.9151616001291116,1.0,-0.9678025679356915,-0.0433787499686199,-0.9723743013704632,-0.9678025679356916,0.9999999999999998,-0.20733609387315102,0.27403952801804804,-0.043378749968619894,-0.20733609387315105,1.0,1
11,1.0,0.40829179540613186,-0.9492185083009739,0.7090890292749408,0.40829179540613186,1.0,-0.6496484135434112,-0.33154484264498196,-0.9492185083009739,-0.6496484135434113,1.0,-0.501575021267199,0.7090890292749408,-0.33154484264498196,-0.501575021267199,1.0,1
12,1.0,0.7170981577174509,-0.9763523628294506,0.8548810595871841,0.7170981577174508,1.0,-0.8358603080160679,0.2768259737764282,-0.9763523628294506,-0.8358603080160679,1.0,-0.7586675513268483,0.8548810595871841,0.2768259737764282,-0.7586675513268483,1.0,1
13,1.0,-0.05092490686056874,-0.9315932651490227,0.8617661147578322,-0.05092490686056874,1.0,-0.2706837471777431,-0.5208034389060594,-0.9315932651490226,-0.270683747177743,1.0,-0.6806859465935129,0.8617661147578323,-0.5208034389060594,-0.680685946593513,1.0,1
